"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
50,015,Lamoille County,99999,VT,"$417,000","$533,850","$645,300","$801,950"
50,017,Orange County,30100,VT,"$417,000","$533,850","$645,300","$801,950"
50,019,Orleans County,99999,VT,"$417,000","$533,850","$645,300","$801,950"
50,021,Rutland County,40860,VT,"$417,000","$533,850","$645,300","$801,950"
50,023,Washington County,12740,VT,"$417,000","$533,850","$645,300","$801,950"
50,025,Windham County,99999,VT,"$417,000","$533,850","$645,300","$801,950"
50,027,Windsor County,30100,VT,"$417,000","$533,850","$645,300","$801,950"
51,001,Accomack County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,003,Albemarle County,16820,VA,"$437,000","$559,450","$676,200","$840,400"
51,005,Alleghany County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,007,Amelia County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,009,Amherst County,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,011,Appomattox County,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,013,Arlington County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,015,Augusta County,44420,VA,"$417,000","$533,850","$645,300","$801,950"
51,017,Bath County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,019,Bedford County,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,021,Bland County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,023,Botetourt County,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,025,Brunswick County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,027,Buchanan County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,029,Buckingham County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,031,Campbell County,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,033,Caroline County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,035,Carroll County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,036,Charles City County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,037,Charlotte County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,041,Chesterfield County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,043,Clarke County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,045,Craig County,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,047,Culpeper County,19020,VA,"$417,000","$533,850","$645,300","$801,950"
51,049,Cumberland County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,051,Dickenson County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,053,Dinwiddie County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,057,Essex County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,059,Fairfax County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,061,Fauquier County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,063,Floyd County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,065,Fluvanna County,16820,VA,"$437,000","$559,450","$676,200","$840,400"
51,067,Franklin County,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,069,Frederick County,49020,VA,"$475,000","$608,100","$735,050","$913,450"
51,071,Giles County,13980,VA,"$417,000","$533,850","$645,300","$801,950"
51,073,Gloucester County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,075,Goochland County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,077,Grayson County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,079,Greene County,16820,VA,"$437,000","$559,450","$676,200","$840,400"
51,081,Greensville County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,083,Halifax County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,085,Hanover County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,087,Henrico County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,089,Henry County,32300,VA,"$417,000","$533,850","$645,300","$801,950"
51,091,Highland County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,093,Isle of Wight County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,095,James City County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,097,King and Queen County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,099,King George County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,101,King William County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,103,Lancaster County,99999,VA,"$545,000","$697,700","$843,350","$1,048,100"
51,105,Lee County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,107,Loudoun County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,109,Louisa County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,111,Lunenburg County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,113,Madison County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,115,Mathews County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,117,Mecklenburg County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,119,Middlesex County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,121,Montgomery County,13980,VA,"$417,000","$533,850","$645,300","$801,950"
51,125,Nelson County,16820,VA,"$437,000","$559,450","$676,200","$840,400"
51,127,New Kent County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,131,Northampton County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,133,Northumberland County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,135,Nottoway County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,137,Orange County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,139,Page County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,141,Patrick County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,143,Pittsylvania County,19260,VA,"$417,000","$533,850","$645,300","$801,950"
51,145,Powhatan County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,147,Prince Edward County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,149,Prince George County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,153,Prince William County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,155,Pulaski County,13980,VA,"$417,000","$533,850","$645,300","$801,950"
51,157,Rappahannock County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,159,Richmond County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,161,Roanoke County,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,163,Rockbridge County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,165,Rockingham County,25500,VA,"$417,000","$533,850","$645,300","$801,950"
51,167,Russell County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,169,Scott County,28700,VA,"$417,000","$533,850","$645,300","$801,950"
51,171,Shenandoah County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,173,Smyth County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,175,Southampton County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,177,Spotsylvania County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,179,Stafford County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,181,Surry County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,183,Sussex County,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,185,Tazewell County,14140,VA,"$417,000","$533,850","$645,300","$801,950"
51,187,Warren County,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,191,Washington County,28700,VA,"$417,000","$533,850","$645,300","$801,950"
51,193,Westmoreland County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,195,Wise County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,197,Wythe County,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,199,York County,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,510,Alexandria city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,515,Bedford city,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,520,Bristol city,28700,VA,"$417,000","$533,850","$645,300","$801,950"
51,530,Buena Vista city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,540,Charlottesville city,16820,VA,"$437,000","$559,450","$676,200","$840,400"
51,550,Chesapeake city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,560,Clifton Forge city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,570,Colonial Heights city,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,580,Covington city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,590,Danville city,19260,VA,"$417,000","$533,850","$645,300","$801,950"
51,595,Emporia city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,600,Fairfax city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,610,Falls Church city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,620,Franklin city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,630,Fredericksburg city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,640,Galax city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,650,Hampton city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,660,Harrisonburg city,25500,VA,"$417,000","$533,850","$645,300","$801,950"
51,670,Hopewell city,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,678,Lexington city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,680,Lynchburg city,31340,VA,"$417,000","$533,850","$645,300","$801,950"
51,683,Manassas city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,685,Manassas Park city,47900,VA,"$729,750","$934,200","$1,129,250","$1,403,400"
51,690,Martinsville city,32300,VA,"$417,000","$533,850","$645,300","$801,950"
51,700,Newport News city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,710,Norfolk city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,720,Norton city,99999,VA,"$417,000","$533,850","$645,300","$801,950"
51,730,Petersburg city,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,735,Poquoson city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,740,Portsmouth city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,750,Radford city,13980,VA,"$417,000","$533,850","$645,300","$801,950"
51,760,Richmond city,40060,VA,"$535,900","$686,050","$829,250","$1,030,600"
51,770,Roanoke city,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,775,Salem city,40220,VA,"$417,000","$533,850","$645,300","$801,950"
51,790,Staunton city,44420,VA,"$417,000","$533,850","$645,300","$801,950"
51,800,Suffolk city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,810,Virginia Beach city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,820,Waynesboro city,44420,VA,"$417,000","$533,850","$645,300","$801,950"
51,830,Williamsburg city,47260,VA,"$458,850","$587,400","$710,050","$882,400"
51,840,Winchester city,49020,VA,"$475,000","$608,100","$735,050","$913,450"
53,001,Adams County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,003,Asotin County,30300,WA,"$417,000","$533,850","$645,300","$801,950"
53,005,Benton County,28420,WA,"$417,000","$533,850","$645,300","$801,950"
53,007,Chelan County,48300,WA,"$417,000","$533,850","$645,300","$801,950"
53,009,Clallam County,38820,WA,"$417,000","$533,850","$645,300","$801,950"
53,011,Clark County,38900,WA,"$418,750","$536,050","$648,000","$805,300"
53,013,Columbia County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,015,Cowlitz County,31020,WA,"$417,000","$533,850","$645,300","$801,950"
53,017,Douglas County,48300,WA,"$417,000","$533,850","$645,300","$801,950"
53,019,Ferry County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,021,Franklin County,28420,WA,"$417,000","$533,850","$645,300","$801,950"
53,023,Garfield County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,025,Grant County,34180,WA,"$417,000","$533,850","$645,300","$801,950"
53,027,Grays Harbor County,10140,WA,"$417,000","$533,850","$645,300","$801,950"
53,029,Island County,36020,WA,"$417,000","$533,850","$645,300","$801,950"
53,031,Jefferson County,99999,WA,"$437,500","$560,050","$677,000","$841,350"
53,033,King County,42660,WA,"$567,500","$726,500","$878,150","$1,091,350"
53,035,Kitsap County,14740,WA,"$475,000","$608,100","$735,050","$913,450"
53,037,Kittitas County,21260,WA,"$417,000","$533,850","$645,300","$801,950"
53,039,Klickitat County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,041,Lewis County,16500,WA,"$417,000","$533,850","$645,300","$801,950"
53,043,Lincoln County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,045,Mason County,43220,WA,"$417,000","$533,850","$645,300","$801,950"
53,047,Okanogan County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,049,Pacific County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,051,Pend Oreille County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,053,Pierce County,42660,WA,"$567,500","$726,500","$878,150","$1,091,350"
53,055,San Juan County,99999,WA,"$593,750","$760,100","$918,800","$1,141,850"
53,057,Skagit County,34580,WA,"$417,000","$533,850","$645,300","$801,950"
53,059,Skamania County,38900,WA,"$418,750","$536,050","$648,000","$805,300"
53,061,Snohomish County,42660,WA,"$567,500","$726,500","$878,150","$1,091,350"
53,063,Spokane County,44060,WA,"$417,000","$533,850","$645,300","$801,950"
53,065,Stevens County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,067,Thurston County,36500,WA,"$417,000","$533,850","$645,300","$801,950"
53,069,Wahkiakum County,99999,WA,"$417,000","$533,850","$645,300","$801,950"
53,071,Walla Walla County,47460,WA,"$417,000","$533,850","$645,300","$801,950"
53,073,Whatcom County,13380,WA,"$417,000","$533,850","$645,300","$801,950"
53,075,Whitman County,39420,WA,"$417,000","$533,850","$645,300","$801,950"
53,077,Yakima County,49420,WA,"$417,000","$533,850","$645,300","$801,950"
54,001,Barbour County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,003,Berkeley County,25180,WV,"$417,000","$533,850","$645,300","$801,950"
54,005,Boone County,16620,WV,"$417,000","$533,850","$645,300","$801,950"
54,007,Braxton County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,009,Brooke County,48260,WV,"$417,000","$533,850","$645,300","$801,950"
54,011,Cabell County,26580,WV,"$417,000","$533,850","$645,300","$801,950"
54,013,Calhoun County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,015,Clay County,16620,WV,"$417,000","$533,850","$645,300","$801,950"
54,017,Doddridge County,17220,WV,"$417,000","$533,850","$645,300","$801,950"
54,019,Fayette County,36060,WV,"$417,000","$533,850","$645,300","$801,950"
54,021,Gilmer County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,023,Grant County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,025,Greenbrier County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,027,Hampshire County,49020,WV,"$475,000","$608,100","$735,050","$913,450"
54,029,Hancock County,48260,WV,"$417,000","$533,850","$645,300","$801,950"
54,031,Hardy County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,033,Harrison County,17220,WV,"$417,000","$533,850","$645,300","$801,950"
54,035,Jackson County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,037,Jefferson County,47900,WV,"$729,750","$934,200","$1,129,250","$1,403,400"
54,039,Kanawha County,16620,WV,"$417,000","$533,850","$645,300","$801,950"
54,041,Lewis County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,043,Lincoln County,16620,WV,"$417,000","$533,850","$645,300","$801,950"
54,045,Logan County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,047,McDowell County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,049,Marion County,21900,WV,"$417,000","$533,850","$645,300","$801,950"
54,051,Marshall County,48540,WV,"$417,000","$533,850","$645,300","$801,950"
54,053,Mason County,38580,WV,"$417,000","$533,850","$645,300","$801,950"
54,055,Mercer County,14140,WV,"$417,000","$533,850","$645,300","$801,950"
54,057,Mineral County,19060,WV,"$417,000","$533,850","$645,300","$801,950"
54,059,Mingo County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,061,Monongalia County,34060,WV,"$417,000","$533,850","$645,300","$801,950"
54,063,Monroe County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,065,Morgan County,25180,WV,"$417,000","$533,850","$645,300","$801,950"
54,067,Nicholas County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,069,Ohio County,48540,WV,"$417,000","$533,850","$645,300","$801,950"
54,071,Pendleton County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,073,Pleasants County,37620,WV,"$417,000","$533,850","$645,300","$801,950"
54,075,Pocahontas County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,077,Preston County,34060,WV,"$417,000","$533,850","$645,300","$801,950"
54,079,Putnam County,16620,WV,"$417,000","$533,850","$645,300","$801,950"
54,081,Raleigh County,13220,WV,"$417,000","$533,850","$645,300","$801,950"
54,083,Randolph County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,085,Ritchie County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,087,Roane County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,089,Summers County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,091,Taylor County,17220,WV,"$417,000","$533,850","$645,300","$801,950"
54,093,Tucker County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
54,095,Tyler County,99999,WV,"$417,000","$533,850","$645,300","$801,950"
