State Indexes for Houses not in Metropolitan Statistical Areas,,,,
,,,,
State,Year,Quarter,Index,Standard Error
WI,1996,4,112.15,(0.58)
WI,1997,1,113.25,(0.60)
WI,1997,2,114.62,(0.58)
WI,1997,3,116.23,(0.57)
WI,1997,4,117.77,(0.57)
WI,1998,1,118.12,(0.55)
WI,1998,2,120.36,(0.57)
WI,1998,3,122.34,(0.58)
WI,1998,4,122.59,(0.56)
WI,1999,1,125.40,(0.60)
WI,1999,2,127.38,(0.63)
WI,1999,3,129.70,(0.67)
WI,1999,4,130.94,(0.69)
WI,2000,1,134.42,(0.71)
WI,2000,2,135.61,(0.67)
WI,2000,3,138.22,(0.67)
WI,2000,4,139.88,(0.67)
WI,2001,1,142.15,(0.66)
WI,2001,2,144.23,(0.66)
WI,2001,3,145.87,(0.67)
WI,2001,4,146.98,(0.67)
WI,2002,1,149.92,(0.69)
WI,2002,2,151.45,(0.70)
WI,2002,3,152.61,(0.69)
WI,2002,4,153.83,(0.70)
WI,2003,1,155.29,(0.70)
WI,2003,2,156.33,(0.71)
WI,2003,3,158.71,(0.72)
WI,2003,4,164.04,(0.78)
WI,2004,1,165.56,(0.78)
WI,2004,2,167.94,(0.78)
WI,2004,3,173.73,(0.84)
WI,2004,4,176.52,(0.85)
WI,2005,1,179.66,(0.87)
WI,2005,2,182.03,(0.88)
WI,2005,3,185.54,(0.89)
WI,2005,4,188.63,(0.92)
WI,2006,1,190.35,(0.95)
WI,2006,2,190.70,(0.93)
WI,2006,3,191.53,(0.93)
WI,2006,4,194.13,(0.94)
WI,2007,1,195.28,(0.95)
WI,2007,2,195.58,(0.94)
WI,2007,3,193.97,(0.93)
WI,2007,4,194.84,(0.93)
WI,2008,1,196.20,(0.92)
WI,2008,2,194.58,(0.92)
WI,2008,3,191.69,(0.93)
WI,2008,4,191.91,(0.92)
WI,2009,1,192.79,(0.89)
WI,2009,2,191.08,(0.88)
WI,2009,3,186.85,(0.89)
WI,2009,4,185.92,(0.88)
WI,2010,1,184.26,(0.89)
WI,2010,2,182.43,(0.87)
WI,2010,3,185.00,(0.86)
WI,2010,4,184.38,(0.86)
WI,2011,1,180.42,(0.88)
WI,2011,2,177.28,(0.87)
WI,2011,3,179.35,(0.85)
WI,2011,4,180.17,(0.85)
WI,2012,1,178.20,(0.84)
WI,2012,2,176.83,(0.84)
WI,2012,3,178.26,(0.85)
WI,2012,4,178.45,(0.85)
WI,2013,1,177.71,(0.86)
WI,2013,2,176.84,(0.87)
WI,2013,3,175.72,(0.89)
WI,2013,4,175.73,(0.94)
WI,2014,1,173.89,(0.97)
WI,2014,2,176.58,(0.94)
WI,2014,3,177.50,(0.94)
WI,2014,4,178.51,(0.95)
WI,2015,1,180.95,(0.94)
WI,2015,2,181.25,(0.95)
WI,2015,3,182.73,(0.97)
WI,2015,4,184.71,(1.01)
WI,2016,1,186.40,(1.04)
WI,2016,2,187.51,(0.99)
WI,2016,3,190.00,(0.98)
WI,2016,4,192.09,(1.01)
WI,2017,1,192.36,(1.14)
WI,2017,2,195.88,(1.12)
WI,2017,3,198.71,(1.11)
WI,2017,4,199.51,(1.15)
WI,2018,1,202.24,(1.25)
WI,2018,2,206.34,(1.23)
WI,2018,3,210.85,(1.25)
WI,2018,4,211.19,(1.36)
WI,2019,1,212.35,(1.45)
WV,1995,1,100.00,(0.00)
WV,1995,2,97.77,(3.33)
WV,1995,3,101.00,(3.42)
WV,1995,4,99.96,(3.32)
WV,1996,1,100.34,(3.37)
WV,1996,2,103.08,(3.31)
WV,1996,3,104.70,(3.43)
WV,1996,4,101.50,(3.34)
WV,1997,1,103.10,(3.37)
WV,1997,2,105.23,(3.33)
WV,1997,3,103.77,(3.31)
WV,1997,4,109.65,(3.53)
WV,1998,1,111.19,(3.34)
WV,1998,2,108.51,(3.31)
WV,1998,3,110.80,(3.42)
WV,1998,4,110.96,(3.33)
WV,1999,1,109.78,(3.37)
WV,1999,2,113.94,(3.61)
WV,1999,3,111.64,(3.55)
WV,1999,4,110.95,(3.60)
WV,2000,1,114.79,(3.75)
WV,2000,2,115.77,(3.57)
WV,2000,3,114.01,(3.48)
WV,2000,4,115.30,(3.52)
WV,2001,1,119.32,(3.60)
WV,2001,2,122.10,(3.63)
WV,2001,3,120.96,(3.61)
WV,2001,4,122.53,(3.63)
WV,2002,1,124.15,(3.69)
WV,2002,2,125.71,(3.74)
WV,2002,3,126.12,(3.74)
WV,2002,4,127.43,(3.76)
WV,2003,1,129.43,(3.83)
WV,2003,2,129.65,(3.83)
WV,2003,3,131.42,(3.89)
WV,2003,4,131.32,(3.94)
WV,2004,1,134.34,(4.05)
WV,2004,2,137.40,(4.14)
WV,2004,3,138.50,(4.19)
WV,2004,4,138.28,(4.19)
WV,2005,1,141.41,(4.30)
WV,2005,2,143.46,(4.33)
WV,2005,3,146.41,(4.40)
WV,2005,4,151.57,(4.59)
WV,2006,1,155.15,(4.72)
WV,2006,2,154.55,(4.65)
WV,2006,3,157.23,(4.74)
WV,2006,4,161.16,(4.86)
WV,2007,1,162.06,(4.88)
WV,2007,2,164.16,(4.92)
WV,2007,3,165.11,(4.94)
WV,2007,4,165.85,(4.98)
WV,2008,1,167.83,(5.01)
WV,2008,2,169.80,(5.07)
WV,2008,3,168.34,(5.08)
WV,2008,4,164.03,(4.98)
WV,2009,1,168.37,(5.02)
WV,2009,2,167.45,(4.99)
WV,2009,3,166.02,(5.01)
WV,2009,4,165.30,(5.01)
WV,2010,1,166.69,(5.08)
WV,2010,2,168.10,(5.11)
WV,2010,3,169.31,(5.13)
WV,2010,4,170.13,(5.14)
WV,2011,1,166.61,(5.08)
WV,2011,2,166.02,(5.12)
WV,2011,3,170.47,(5.20)
WV,2011,4,170.65,(5.21)
WV,2012,1,168.75,(5.16)
WV,2012,2,169.56,(5.21)
WV,2012,3,172.49,(5.27)
WV,2012,4,171.10,(5.21)
WV,2013,1,171.13,(5.20)
WV,2013,2,171.82,(5.27)
WV,2013,3,172.82,(5.35)
WV,2013,4,174.68,(5.47)
WV,2014,1,172.20,(5.48)
WV,2014,2,175.26,(5.53)
WV,2014,3,174.50,(5.44)
WV,2014,4,175.98,(5.50)
WV,2015,1,175.85,(5.62)
WV,2015,2,181.41,(5.83)
WV,2015,3,183.50,(5.91)
WV,2015,4,180.89,(5.85)
WV,2016,1,181.66,(6.01)
WV,2016,2,185.58,(6.03)
WV,2016,3,185.49,(5.99)
WV,2016,4,185.55,(5.94)
WV,2017,1,186.20,(6.11)
WV,2017,2,185.30,(6.06)
WV,2017,3,186.66,(6.10)
WV,2017,4,194.58,(6.30)
WV,2018,1,193.19,(6.55)
WV,2018,2,192.47,(6.39)
WV,2018,3,195.36,(6.57)
WV,2018,4,191.37,(6.58)
WV,2019,1,198.18,(7.04)
WY,1995,1,100.00,(0.00)
WY,1995,2,102.50,(0.78)
WY,1995,3,104.17,(0.75)
WY,1995,4,106.00,(0.81)
WY,1996,1,106.83,(0.75)
WY,1996,2,107.65,(0.82)
WY,1996,3,108.84,(0.87)
WY,1996,4,109.05,(0.90)
WY,1997,1,109.51,(0.92)
WY,1997,2,110.51,(0.86)
WY,1997,3,111.97,(0.89)
WY,1997,4,113.24,(0.88)
WY,1998,1,115.01,(0.81)
WY,1998,2,114.64,(0.82)
WY,1998,3,115.02,(0.83)
WY,1998,4,115.34,(0.79)
WY,1999,1,116.17,(0.83)
WY,1999,2,117.81,(0.88)
WY,1999,3,119.21,(0.92)
WY,1999,4,119.56,(0.99)
WY,2000,1,120.93,(0.98)
WY,2000,2,122.06,(0.94)
WY,2000,3,123.21,(0.95)
WY,2000,4,126.55,(0.99)
WY,2001,1,127.30,(0.93)
WY,2001,2,129.87,(0.89)
WY,2001,3,131.37,(0.91)
WY,2001,4,133.93,(0.89)
WY,2002,1,135.58,(0.92)
WY,2002,2,137.99,(0.95)
WY,2002,3,139.69,(0.94)
WY,2002,4,141.33,(0.93)
WY,2003,1,142.92,(0.95)
WY,2003,2,145.89,(0.96)
WY,2003,3,147.09,(0.97)
WY,2003,4,149.09,(1.07)
WY,2004,1,152.06,(1.08)
WY,2004,2,156.26,(1.10)
WY,2004,3,161.27,(1.18)
WY,2004,4,163.65,(1.20)
WY,2005,1,168.48,(1.26)
WY,2005,2,173.84,(1.27)
WY,2005,3,181.46,(1.29)
WY,2005,4,186.39,(1.37)
WY,2006,1,192.32,(1.44)
WY,2006,2,200.60,(1.44)
WY,2006,3,207.77,(1.48)
WY,2006,4,214.39,(1.55)
WY,2007,1,221.22,(1.62)
WY,2007,2,226.89,(1.58)
WY,2007,3,229.74,(1.60)
WY,2007,4,231.43,(1.64)
WY,2008,1,232.60,(1.61)
WY,2008,2,233.77,(1.63)
WY,2008,3,232.30,(1.66)
WY,2008,4,232.77,(1.67)
WY,2009,1,231.94,(1.56)
WY,2009,2,231.85,(1.57)
WY,2009,3,225.71,(1.62)
WY,2009,4,224.58,(1.62)
WY,2010,1,219.97,(1.65)
WY,2010,2,221.29,(1.65)
WY,2010,3,220.13,(1.58)
WY,2010,4,220.44,(1.57)
WY,2011,1,216.34,(1.67)
WY,2011,2,214.20,(1.68)
WY,2011,3,217.07,(1.62)
WY,2011,4,216.23,(1.59)
WY,2012,1,216.45,(1.62)
WY,2012,2,216.66,(1.63)
WY,2012,3,218.06,(1.62)
WY,2012,4,219.35,(1.63)
WY,2013,1,220.49,(1.67)
WY,2013,2,221.02,(1.69)
WY,2013,3,220.91,(1.73)
WY,2013,4,221.60,(1.86)
WY,2014,1,224.34,(2.02)
WY,2014,2,225.87,(1.85)
WY,2014,3,228.00,(1.85)
WY,2014,4,229.91,(1.93)
WY,2015,1,232.49,(1.90)
WY,2015,2,231.90,(1.88)
WY,2015,3,238.21,(1.98)
WY,2015,4,236.29,(2.07)
WY,2016,1,238.91,(2.15)
WY,2016,2,240.73,(2.02)
WY,2016,3,241.63,(2.04)
WY,2016,4,241.80,(2.05)
WY,2017,1,241.48,(2.39)
WY,2017,2,242.33,(2.23)
WY,2017,3,243.16,(2.23)
WY,2017,4,245.90,(2.36)
WY,2018,1,253.70,(2.54)
WY,2018,2,251.12,(2.48)
WY,2018,3,254.99,(2.63)
WY,2018,4,257.44,(2.83)
WY,2019,1,251.08,(2.98)
