,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
Robert J. Shiller ,,,,,,,,,,Adjusted
,,,,,,,,,,Price
,,,,  Consumer,,,,,,Earnings
,S&P,,,Price,,Long,,,,Ratio
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,137.29,7.73,10.51,14.33
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,146.34,7.80,10.59,15.24
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,149.38,7.73,10.47,15.53
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,155.01,7.95,10.74,16.08
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,152.20,8.02,10.82,15.76
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,147.06,8.10,10.90,15.19
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,149.22,8.18,10.99,15.38
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,148.46,8.20,10.92,15.27
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,143.77,8.14,10.76,14.76
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,146.92,8.24,10.80,15.05
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,151.43,8.34,10.83,15.48
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,150.30,8.44,10.88,15.34
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,156.15,8.72,11.13,15.90
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,156.87,8.92,11.29,15.95
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,149.75,8.94,11.22,15.20
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,152.96,9.06,11.27,15.49
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,148.81,9.08,11.20,15.05
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,152.59,9.20,11.25,15.41
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,147.70,9.13,11.06,14.90
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,143.28,9.08,10.86,14.43
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,147.15,9.04,10.65,14.81
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,146.60,8.99,10.44,14.74
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,142.90,9.13,10.45,14.35
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,134.15,9.28,10.46,13.47
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,128.67,9.23,10.24,12.91
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,130.06,9.28,10.13,13.04
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,138.23,9.24,9.92,13.86
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,135.33,9.29,9.80,13.57
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,132.36,9.34,9.69,13.27
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,132.62,9.50,9.68,13.30
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,133.84,9.56,9.56,13.43
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,130.76,9.38,9.46,13.13
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,133.23,9.09,9.25,13.38
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,136.64,9.13,9.36,13.73
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,134.76,8.84,9.15,13.55
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,136.36,8.86,9.26,13.71
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,139.00,8.89,9.37,13.98
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,142.45,8.60,9.16,14.33
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,150.44,8.41,9.05,15.13
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,150.31,8.32,9.05,15.12
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,159.04,8.14,8.94,15.99
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,167.37,7.85,8.73,16.82
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,162.23,7.49,8.42,16.30
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,166.09,7.61,8.78,16.69
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,169.28,7.56,8.94,17.01
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,167.77,7.60,9.21,16.84
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,167.52,7.63,9.49,16.80
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,168.36,7.77,9.89,16.86
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,178.30,7.81,10.19,17.83
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,178.75,7.66,10.23,17.85
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,177.87,7.51,10.27,17.72
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,182.51,7.45,10.43,18.15
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,187.14,7.40,10.60,18.56
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,191.78,7.34,10.76,18.97
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,184.53,7.20,10.80,18.19
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,178.22,7.11,10.62,17.51
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,174.87,7.10,10.57,17.13
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,178.97,7.18,10.65,17.47
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,183.07,7.26,10.73,17.82
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,186.23,7.34,10.81,18.08
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,183.02,7.51,11.02,17.71
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,180.70,7.68,11.23,17.43
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,174.07,7.67,11.18,16.74
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,173.91,7.84,11.39,16.68
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,166.09,7.83,11.34,15.88
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,167.29,7.81,11.28,15.95
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,162.52,7.71,11.10,15.46
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,161.89,7.57,10.72,15.36
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,162.83,7.61,10.59,15.42
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,156.66,7.56,10.33,14.81
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,159.11,7.59,10.19,15.02
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,163.19,7.63,10.05,15.39
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,160.02,7.67,9.90,15.08
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,162.24,7.52,9.52,15.28
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,165.71,7.47,9.26,15.60
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,169.82,7.42,9.00,15.99
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,166.91,7.28,8.63,15.72
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,161.59,7.15,8.27,15.22
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,158.51,7.09,8.02,14.95
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,167.37,7.32,8.41,15.80
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,171.32,7.38,8.62,16.19
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,169.81,7.44,8.83,16.07
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,169.48,7.42,8.94,16.05
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,178.42,7.57,9.28,16.92
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,181.43,7.55,9.39,17.22
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,177.75,7.52,9.50,16.89
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,180.09,7.49,9.62,17.13
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,182.18,7.37,9.61,17.35
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,178.86,7.34,9.71,17.05
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,177.21,7.31,9.83,16.91
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,174.06,7.20,9.82,16.61
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,180.43,7.38,10.03,17.22
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,178.42,7.38,10.00,17.03
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,177.08,7.38,9.98,16.90
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,180.76,7.38,9.95,17.26
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,186.15,7.29,9.80,17.79
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,184.83,7.29,9.77,17.68
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,183.50,7.29,9.74,17.59
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,172.80,7.03,9.37,16.60
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,167.92,6.94,9.23,16.17
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,160.35,6.94,9.21,15.48
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,152.25,7.11,9.40,14.75
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,148.69,7.11,9.37,14.44
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,158.36,7.20,9.63,15.43
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,158.39,7.11,9.64,15.48
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,153.63,7.03,9.66,15.05
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,156.87,6.94,9.68,15.41
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,158.10,7.03,9.93,15.57
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,158.69,7.20,10.31,15.66
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,158.00,7.29,10.57,15.62
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,163.30,7.29,10.71,16.16
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,178.75,7.38,10.98,17.71
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,178.75,7.38,11.12,17.72
