FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
16612,Chicago,Town Bank,Delafield,WI,53018,Commercial Bank,State,34717,2693264,,,9/27/99,,
16614,Chicago,Joy State Bank,Joy,IL,61260,Commercial Bank,State,11329,0948036,,,9/27/99,,
16615,Chicago,State Bank of Lincoln,Lincoln,IL,62656,Commercial Bank,State,12396,0490535,,,9/27/99,,
16617,Des Moines,Commercial Savings Bank,Carroll,IA,51401,Commercial Bank,State,00231,0194440,,,9/27/99,,
16618,Chicago,Western Springs National B&T,Western Springs,IL,60558,Commercial Bank,National,10086,0199940,,,9/27/99,,
16620,Boston,MEETINGHOUSE CO-OPER,Dorchester,MA,02124,Savings Bank,State,26715,0272870,,,9/27/99,,
16621,Boston,Patriot National Bank,Stamford,CT,06901,Commercial Bank,National,33928,2236821,,,9/27/99,,
16622,New York,BANCO POPULAR DE PUERTO RICO,Hato Rey,PR,00918,Commercial Bank,State,34968,0940311,,,1/2/99,,
16624,Cincinnati,CITIZENS BANK COMPANY,Beverly,OH,45715,Commercial Bank,State,10266,1010015,,,9/28/99,,
16625,New York,Visions Federal Credit Union,Endicott,NY,13760,Credit Union,Federal,,,,17429,9/29/99,,
16627,Topeka,"Bank of Western Oklahoma - Elk City, OK",Elk City,OK,73644,Commercial Bank,State,04087,0175056,,,9/29/99,,
16628,Dallas,Reliance Standard Life Insurnace Company - Texas,Houston,TX,77079,Insurance Company,None,,,,,9/23/99,,
16629,Atlanta,Bank of Dade,Trenton,GA,30752,Commercial Bank,State,17543,0441630,,,9/28/99,,
16631,Pittsburgh,Franklin Security Bank,Plains,PA,18705,Savings Bank,Federal,35113,,16631,,,,
16632,Seattle,Selco Credit Union,Eugene,OR,97401,Credit Union,State,,,,63196,10/1/99,,
16633,Des Moines,Treynor State Bank,Treynor,IA,51575,Commercial Bank,State,14812,0552545,,,10/4/99,,
16635,Dallas,Petit Jean State Bank,Morrilton,AR,72110,Commercial Bank,State,35084,2769570,,,10/4/99,,
16636,Dallas,Merchants & Farmers Bank,Holly Springs,MS,38635,Commercial Bank,State,11446,0837840,,,10/4/99,,
16637,Dallas,First State Bank,Junction,TX,76849,Commercial Bank,State,16643,0603755,,,10/4/99,,
16638,Dallas,National Bank of Texas at Fort Worth,Fort Worth,TX,76106,Commercial Bank,National,21329,0406059,,,10/4/99,,
16641,Indianapolis,Monroe Bank & Trust,Monroe,MI,48161,Commercial Bank,State,12181,0364449,,,10/7/99,,
16642,Boston,Massachusetts Institute of Technology FCU,Cambridge,MA,02142,Credit Union,Federal,,,,03830,10/8/99,,
16643,Indianapolis,Tower Bank And Trust Company,Fort Wayne,IN,46802,Commercial Bank,State,35040,2744063,,,10/8/99,,
16644,Topeka,"Bellco First Federal Credit Union - Greenwood Village, CO",Greenwood Village,CO,80111,Credit Union,State,,,,68437,10/12/99,,
16646,San Francisco,Orange County Teachers FCU,Santa Ana,CA,92711,Credit Union,Federal,,,,24212,10/8/99,,
16647,Dallas,Franklin State Bank & Trust Company,Winnsboro,LA,71295,Commercial Bank,State,11792,1006652,,,10/12/99,,
16648,Dallas,Starmount Life Insurance Company,Baton Rouge,LA,70898,Insurance Company,None,,,,,10/12/99,,
16650,Chicago,Hyde Park Bank And Trust Company,Chicago,IL,60615,Commercial Bank,State,10448,0005331,,,10/13/99,,
16651,Topeka,Five Points Bank of Hastings,Hastings,NE,68902,Commercial Bank,State,14312,0386450,,,4/12/00,,
16652,Atlanta,North Georgia National Bank,Calhoun,GA,30701,Commercial Bank,National,34662,2769954,,,10/8/99,,
16653,Atlanta,Reliance Bank,Athens,AL,35611,Commercial Bank,State,34866,2753588,,,10/8/99,,
16654,Atlanta,The Page Valley Bank,Luray,VA,22835,Commercial Bank,State,06872,0233527,,,10/8/99,,
16655,San Francisco,GBC International Bank,Los Angeles,CA,90025,Commercial Bank,State,22366,0972769,,,10/12/99,,
16657,Seattle,The Village Bank,St. George,UT,84770,Commercial Bank,State,34219,2488956,,,10/14/99,,
16658,Seattle,Wyoming National Bank,Riverton,WY,82501,Commercial Bank,National,35220,2806840,,,10/14/99,,
16660,New York,Seneca Falls Savings Bank (The),Seneca Falls,NY,13148,Savings Bank,Federal,16040,,18024,,5/19/00,,
16663,Atlanta,Bank of Florida - Southwest,Naples,FL,34103,Commercial Bank,State,35106,2796615,,,10/12/99,,
16664,Atlanta,Bank of Evergreen,Evergreen,AL,36401,Commercial Bank,State,00049,0560438,,,10/13/99,,
16667,Topeka,First Bank of Owasso,Owasso,OK,74055,Commercial Bank,State,18592,0637554,,,10/19/99,,
16669,Topeka,Scribner Bank,Scribner,NE,68057,Commercial Bank,State,14026,0711753,,,10/19/99,,
16670,Topeka,First National Bank of Friend,Friend,NE,68359,Commercial Bank,National,05404,0428659,,,10/19/99,,
16671,Topeka,Bank of Elgin,Elgin,NE,68636,Commercial Bank,State,16154,0485054,,,10/19/99,,
16674,Topeka,First National Bank of Elkhart,Elkhart,KS,67950,Commercial Bank,National,25851,0833758,,,10/19/99,,
16677,Des Moines,American Bank & Trust,Wessington Springs,SD,57382,Commercial Bank,State,01117,0275358,,,10/19/99,,
16679,Des Moines,Prime Security Bank,Karlstad,MN,56732,Commercial Bank,State,10971,0909756,,,10/19/99,,
16680,Indianapolis,Independent Bank,Ionia,MI,48846,Commercial Bank,State,27811,0636771,,,,,
16682,Topeka,The Lyons County State Bank,Emporia,KS,66801,Commercial Bank,State,14952,0796657,,,10/19/99,,
16684,Topeka,Firstbank of El Paso County,Colorado Springs,CO,80915,Commercial Bank,State,35275,2804891,,,10/19/99,,
16685,Topeka,FirstBank of Adams County,Thornton,CO,80233,Commercial Bank,State,35273,2804882,,,10/20/99,,
16686,Topeka,Peoples Bank,Coldwater,KS,67029,Commercial Bank,State,14636,0723756,,,10/20/99,,
16687,Topeka,The Lyndon State Bank,Lyndon,KS,66451,Commercial Bank,State,12135,0136655,,,10/20/99,,
16688,Topeka,Homestead Bank,Cozad,NE,69130,Commercial Bank,State,11482,0140157,,,10/20/99,,
16689,Topeka,Bank of Marquette,Marquette,NE,68854,Commercial Bank,State,05436,0034359,,,10/20/99,,
16690,Topeka,The First State Bank,Ryan,OK,73565,Commercial Bank,State,00399,0514356,,,10/20/99,,
16691,Topeka,York State Bank And Trust Company,York,NE,68467,Commercial Bank,State,16079,0731050,,,10/20/99,,
16692,Cincinnati,"Telhio Credit Union, Inc.",Columbus,OH,43215,Credit Union,State,,,,62848,10/20/99,,
16694,New York,Pioneer Savings Bank,Troy,NY,12181,Savings Bank,State,20741,0237619,,,10/21/99,,
16695,New York,Park Avenue Bank (The),New York,NY,10022,Commercial Bank,State,27096,1160152,,,10/21/99,,
16696,Des Moines,Exchange Bank of Missouri,Fayette,MO,65248,Commercial Bank,State,01616,0686459,,,10/22/99,,
16701,Des Moines,Cabool State Bank,Cabool,MO,65689,Commercial Bank,State,01419,0641047,,,10/26/99,,
16704,Atlanta,Mutual Savings Credit Union,Birmingham,AL,35228,Credit Union,State,,,,60501,10/26/99,,
16705,Atlanta,Coastal Bank and Trust of Florida,Pensacola,FL,32501,Commercial Bank,State,20830,0391838,,,10/26/99,,
16706,Topeka,"Equity Bank, a National Association",Andover,KS,67002,Commercial Bank,National,25858,0139656,,,10/28/99,,
16707,Des Moines,Alliance Bank,Cape Girardeau,MO,63702,Commercial Bank,State,34566,2619714,,,10/28/99,,
16708,Des Moines,First Financial Bank in Winnebago,Winnebago,MN,56098,Commercial Bank,State,05278,0840354,,,10/28/99,,
16709,Indianapolis,Community Shores Bank,Muskegon,MI,49441,Commercial Bank,State,34944,2735324,,,10/25/99,,
16710,Boston,SAINT JOSEPH CREDIT,Salem,MA,01970,Credit Union,State,,,,67781,10/25/99,,
16711,Boston,Beverly National Bank,Beverly,MA,01915,Commercial Bank,National,02557,0161107,,,10/25/99,,
16713,Des Moines,First National Bank of Volga,Volga,SD,57071,Commercial Bank,National,04024,0375155,,,10/29/99,,
16715,Dallas,RiverHills Bank,Port Gibson,MS,39150,Commercial Bank,State,08234,0573335,,,10/29/99,,
16716,Dallas,Vista Bank Texas,Houston,TX,77002,Commercial Bank,State,20349,0099059,,,10/29/99,,
16717,Dallas,Unity National Bank of Houston,Houston,TX,77004,Commercial Bank,National,26351,0853251,,,10/29/99,,
16718,San Francisco,Heritage Community Credit Union,Sacramento,CA,95827,Credit Union,State,,,,68395,10/29/99,,
16719,San Francisco,"South County Bank, N.A.",Rancho Santa Margarita,CA,92688,Commercial Bank,National,35069,2854494,,,11/1/99,,
16720,Atlanta,Covenant Bank,Leeds,AL,35094,Commercial Bank,State,34460,2621285,,,11/1/99,,
16721,San Francisco,Heritage Bank of Commerce,San Jose,CA,95113,Commercial Bank,State,33905,2209553,,,11/2/99,,
16723,Cincinnati,First & Peoples Bank And Trust Co.,Russell,KY,41169,Commercial Bank,State,08122,0391418,,,11/3/99,,
16727,Seattle,"Commerce Bank of Washington, N.A.",Seattle,WA,98101,Commercial Bank,National,27298,1198641,,,11/5/99,,
16730,San Francisco,Keypoint Credit Union ,Sunnyvale,CA,94806,Credit Union,State,,,,65299,11/20/99,,
16731,Atlanta,Bank of Wrightsville,Wrightsville,GA,31096,Commercial Bank,State,05699,0176437,,,11/8/99,,
16732,Atlanta,Synergy One FCU,Manassas,VA,20110,Credit Union,Federal,,,,20291,11/8/99,,
16735,Dallas,Jefferson Bank,Dallas,TX,75252,Commercial Bank,State,34196,2480790,,,11/15/99,,
16738,Seattle,Columbia Community Bank,Hillsboro,OR,97123,Commercial Bank,State,35013,2802664,,,11/16/99,,
16739,Cincinnati,Standing Stone National Bank,Lancaster,OH,43130,Commercial Bank,National,27506,1390324,,,11/16/99,,
16740,Des Moines,BankIowa,Cedar Rapids,IA,52402,Commercial Bank,State,17282,0737548,,,11/16/99,,
16741,Des Moines,Legacy Bank,Altoona,IA,50009,Commercial Bank,State,15414,0767040,,,11/17/99,,
16743,Boston,Granite State Credit Union,Manchester,NH,03101,Credit Union,State,,,,63272,11/17/99,,
16744,Boston,Aldenville Credit Uion,Chicopee,MA,01020,Credit Union,State,,,,67951,11/17/99,,
16745,Boston,COLUMBUS CREDIT UNIO,Warren,RI,02885,Credit Union,State,,,,66817,11/17/99,,
16746,Indianapolis,Lakeside Community Bank,Sterling Heights,MI,48313,Commercial Bank,State,34878,2722922,,,11/16/99,,
16747,Atlanta,Space Coast Credit Union,Melbourn,FL,32902,Credit Union,State,,,,67297,11/16/99,,
16748,Atlanta,Mid-Atlanta Federal Credit Union,Gaithersburg,MD,20878,Credit Union,Federal,,,,18716,11/16/99,,
16749,Atlanta,Listerhill Credit Union,Muscle Shoals,AL,35661,Credit Union,State,,,,63057,11/16/99,,
16751,Chicago,DHCU Community Credit Union,East Moline,IL,61244,Credit Union,State,,,,61093,11/18/99,,
16752,Chicago,Peoples State Bank of Colfax,Colfax,IL,61728,Commercial Bank,State,10075,0033839,,,11/18/99,,
16753,Chicago,State Bank of Reeseville,Reesville,WI,53579,Commercial Bank,State,14960,0159645,,,11/18/99,,
16755,Chicago,Oswego Community Bank,Oswego,IL,60543,Commercial Bank,State,17899,0023540,,,11/19/99,,
16756,Atlanta,Treasury Department FCU,Washington,DC,20020,Credit Union,Federal,,,,00162,11/19/99,,
16757,Des Moines,BTC BANK,Bethany,MO,64424,Commercial Bank,State,10618,1009242,,,11/22/99,,
16758,Des Moines,Freedom Bank of Southern Missouri,Cassville,MO,65625,Commercial Bank,State,35276,2835103,,,11/22/99,,
16761,Des Moines,State Bank of Chandler,Chandler,MN,56122,Commercial Bank,State,08858,0112556,,,11/23/99,,
16763,Atlanta,Damascus Community Bank,Damascus,MD,20872,Commercial Bank,State,27280,1198614,,,11/22/99,,
16764,Seattle,Columbia Community Credit Union,Vancouver,WA,98684,Credit Union,State,,,,68186,11/24/99,,
16766,Seattle,Shoreline Bank,Shoreline,WA,98133,Commercial Bank,State,35250,2847900,,,11/24/99,,
16767,Boston,Border Trust Company,South China,ME,04358,Commercial Bank,State,20012,0249304,,,11/23/99,,
16768,Dallas,Texas Champion Bank,Alice,TX,78332,Commercial Bank,State,11159,0579364,,,11/24/99,,
16769,Chicago,New Century Bank,Chicago,IL,60610,Commercial Bank,State,34821,2713461,,,11/26/99,,
16770,Topeka,The Citizens State Bank,Miltonvale,KS,67466,Commercial Bank,State,17315,0328151,,,11/29/99,,
16771,Chicago,Independence State Bank,Independence,WI,54747,Commercial Bank,State,10741,0396057,,,11/30/99,,
16774,San Francisco,State Bank of India - California,Los Angeles,CA,90017,Commercial Bank,State,23998,0779968,,,11/29/99,,
16777,Atlanta,Sea Island Employees Credit Union,St. Simons Island,GA,31522,Credit Union,State,,,,67939,11/29/99,,
16778,Atlanta,Legacy Community Federal Credit Union,Birmingham,AL,35205,Credit Union,Federal,,,,24421,11/29/99,,
16781,San Francisco,1st United Services Credit Union,Pleasanton,CA,94588,Credit Union,State,,,,63958,11/30/99,,
16782,Pittsburgh,"Ing Bank, FSB",Wilmington,DE,19801,Savings Bank,Federal,35489,,16782,,3/1/01,,
16783,Des Moines,Exchange Bank of Northeast Missouri,Kahoka,MO,63446,Commercial Bank,State,08274,2747466,,,12/1/99,,
16784,Des Moines,United Missouri Insurance Company,Phoneix,AZ,85003,Insurance Company,None,,,,,12/1/99,,
16785,Des Moines,Community Bank of Oelwein,Oelwein,IA,50662,Commercial Bank,State,34857,2702764,,,12/2/99,,
16787,Des Moines,Bank of Mansfield,Mansfield,MO,65704,Commercial Bank,State,11466,0747051,,,12/2/99,,
16789,Cincinnati,"The Settlers Bank, Inc.",Marietta,OH,45750,Commercial Bank,State,35060,2747279,,,12/2/99,,
16791,Dallas,River Town Bank,Dardanelle,AR,72834,Commercial Bank,State,14749,0639343,,,12/4/99,,
16793,New York,Emigrant Bank,New York,NY,10017,Savings Bank,State,12054,0137915,,,12/1/99,,
16794,Topeka,The Andover State Bank,Andover,KS,67002,Commercial Bank,State,16410,0225054,,,12/6/99,,
16795,Topeka,The Haviland State Bank,Haviland,KS,67059,Commercial Bank,State,17403,0861153,,,12/6/99,,
16797,Cincinnati,The Citizens NB of Chillicothe,Chillicothe,OH,45601,Commercial Bank,National,06547,0974213,,,12/7/99,,
16798,Dallas,First National Bank of Moody,Moody,TX,76557,Commercial Bank,National,03351,0108269,,,12/7/99,,
16799,Des Moines,Farmers State Bank,Marion,SD,57043,Commercial Bank,State,09935,0474450,,,12/7/99,,
16800,Des Moines,Guthrie County State Bank,Panora,IA,50216,Commercial Bank,State,00226,0969844,,,12/8/99,,
16801,Seattle,Gunnison Valley Bank,Gunnison,UT,84634,Commercial Bank,State,01250,0805670,,,12/8/99,,
16803,Indianapolis,Paragon Bank & Trust,Holland,MI,48423,Commercial Bank,State,33126,1473496,,,12/8/99,,
16806,Des Moines,Laurens State Bank,Laurens,IA,50554,Commercial Bank,State,15320,0855648,,,12/10/99,,
16807,Des Moines,The RiverBank,Wyoming,MN,55092,Commercial Bank,State,10216,0030258,,,12/10/99,,
16808,Pittsburgh,First State Bank,Barboursville,WV,25504,Commercial Bank,State,14361,0627425,,,12/10/99,,
16809,Chicago,Freedom Bank,Sterling,IL,61081,Commercial Bank,State,11705,0230740,,,12/10/99,,
16810,Topeka,First State Bank,Loomis,NE,68958,Commercial Bank,State,16333,0172859,,,12/13/99,,
16811,Atlanta,First Home Bank,Seminole,FL,33772,Commercial Bank,State,34997,2771694,,,12/13/99,,
16812,Atlanta,Midflorida Credit Union,Mulberry,FL,33860,Credit Union,State,,,,68600,12/13/99,,
16814,Atlanta,Heritage Trust Federal Credit Union,North Charleston,SC,29418,Credit Union,Federal,,,,09986,12/13/99,,
16816,Topeka,The State Exchange Bank,Lamont,OK,74643,Commercial Bank,State,13551,0354851,,,12/14/99,,
16820,Pittsburgh,"Wesbanco Bank, Inc.",Wheeling,WV,26003,Commercial Bank,State,00803,0645625,,,12/16/99,,
16821,Dallas,"Capital Bank, ssb",El Paso,TX,79925,Savings Bank,State,35322,2848493,,,12/16/99,,
16823,Dallas,Valuebank Texas,Corpus Christi,TX,78408,Commercial Bank,State,19700,0964157,,,12/16/99,,
16824,Dallas,Bank of Jones County,Laurel,MS,39440,Commercial Bank,State,34897,2731876,,,12/16/99,,
16826,Pittsburgh,Ephrata National Bank,Ephrata,PA,17522,Commercial Bank,National,07493,0425911,,,12/16/99,,
16831,Cincinnati,Sun Federal Credit Union,Maumee,OH,43537,Credit Union,Federal,,,,07064,12/21/99,,
16833,Indianapolis,Dekalb Financial Credit Union,Auburn,IN,46706,Credit Union,State,,,,60368,12/17/99,,
16836,Dallas,Woodhaven National Bank,Fort Worth,TX,76112,Commercial Bank,National,24551,0513050,,,12/22/99,,
16837,Atlanta,First Citrus Bank,Tampa,FL,33626,Commercial Bank,State,34899,2765602,,,12/22/99,,
16838,Atlanta,First Bank,Wadley,AL,36276,Commercial Bank,State,01744,0291330,,,12/22/99,,
16839,Atlanta,Comstar Federal Credit Union,Clarksburg,MD,20871,Credit Union,Federal,,,,16408,12/22/99,,
16840,Atlanta,Secure First Credit Union,Birmingham,AL,35215,Credit Union,State,,,,68543,12/22/99,,
16841,New York,Parke Bank,Sewell,NJ,08080,Commercial Bank,State,34888,2764212,,,12/23/99,,
16844,Des Moines,Midwest Regional Bank,Festus,MO,63028,Commercial Bank,State,08889,0691958,,,12/27/99,,
16845,Des Moines,Moorhead State Bank,Moorhead,IA,51558,Commercial Bank,State,00960,0701745,,,12/27/99,,
16846,Des Moines,Security Bank,Rich Hill,MO,64779,Commercial Bank,State,09806,0837550,,,12/27/99,,
16848,Atlanta,Bay Cities Bank,Tampa,FL,33607,Commercial Bank,State,35066,2805441,,,12/27/99,,
16849,Atlanta,Gulfstream Business Bank,Stuart,FL,34996,Commercial Bank,State,35092,2814210,,,12/27/99,,
16851,Topeka,The Condon NB of Coffeyville,Coffeyville,KS,67337,Commercial Bank,National,04643,0721659,,,12/31/99,,
16855,Dallas,First State Bank,Athens,TX,75751,Commercial Bank,State,15206,0264455,,,1/3/00,,
16858,Topeka,Security Bank,Tulsa,OK,74146,Commercial Bank,State,04178,0516855,,,1/4/00,,
16859,Chicago,University of IL Employee Credit Union,Champaign,IL,61820,Credit Union,State,,,,60583,1/5/00,,
16860,Chicago,First National Bank - Fox Valley,Menasha,WI,54952,Commercial Bank,National,05307,0675949,,,1/5/00,,
16861,Chicago,Walworth State Bank,Walworth,WI,53184,Commercial Bank,State,15231,0348542,,,1/5/00,,
16863,Topeka,The Lyons State Bank,Lyons,KS,67554,Commercial Bank,State,15604,0142656,,,1/5/00,,
16864,Indianapolis,Keystone Community Bank,Kalamazoo,MI,49007,Commercial Bank,State,34387,2597698,,,1/6/00,,
16865,Des Moines,Center National Bank,Litchfield,MN,55355,Commercial Bank,National,10976,1017957,,,1/6/00,,
16866,Chicago,"Crystal Lake Bank & Trust Company, NA",Crystal Lake,IL,60014,Commercial Bank,National,34681,2624400,,,1/6/00,,
16869,Chicago,State Bank,Wonder Lake,IL,60097,Commercial Bank,State,22971,0285348,,,1/6/00,,
16871,Atlanta,The Bank of Lancaster,Kilmarnock,VA,22482,Commercial Bank,State,11200,0034425,,,1/11/00,,
16872,Atlanta,The Jacksonville Bank,Jacksonville,FL,32203,Commercial Bank,State,34941,2737775,,,1/11/00,,
16874,Des Moines,The Community Bank of Shell Knob,Shell Knob,MO,65747,Commercial Bank,State,21717,0368755,,,1/13/00,,
16875,Des Moines,United Bank of Union,Union,MO,63084,Commercial Bank,State,14334,0562058,,,1/13/00,,
16876,Seattle,Bmw Bank of North America,Salt Lake City,UT,84109,Commercial Bank,State,35141,2850722,,,1/13/00,,
16877,Cincinnati,First National Bank of Waverly,Waverly,OH,45690,Commercial Bank,National,06725,0263627,,,1/14/00,,
16878,Cincinnati,Citizens Savings Bank & Trust Company,Nashville,TN,37208,Commercial Bank,State,10319,0055635,,,1/14/00,,
16879,Dallas,Bank of Ringgold,Ringgold,LA,71068,Commercial Bank,State,01377,0989655,,,1/13/00,,
16880,Dallas,First State Bank of Northwest Arkansas,Huntsville,AR,72740,Commercial Bank,State,33470,1879016,,,1/13/00,,
16881,Topeka,First Security Bank And Trust Company,Oklahoma City,OK,73111,Commercial Bank,State,17001,0377850,,,1/14/00,,
16882,Topeka,Farmers State Bank,Maywood,NE,69038,Commercial Bank,State,15907,0036456,,,1/14/00,,
16883,Topeka,"Intrust Bank, National Association",Wichita,KS,67202,Commercial Bank,National,04799,0557858,,,1/14/00,,
16885,Atlanta,Monarch Bank,Chesapeake,VA,23320,Commercial Bank,State,34945,2718345,,,1/14/00,,
16886,Atlanta,National Institute of Health FCU,Rockville,MD,20852,Credit Union,Federal,,,,03601,1/14/00,,
16887,Indianapolis,Northern Michigan Bank,Escanaba,MI,49829,Commercial Bank,State,32436,0533759,,,1/14/00,,
16888,Des Moines,Community Bank of Marshall,Marshall,MO,65340,Commercial Bank,State,22636,0706656,,,1/18/00,,
16889,Chicago,"Lincoln State Bank, S.B.",Rochelle,IL,61068,Savings Bank,State,34856,2797153,,,1/18/00,,
16890,Des Moines,Farmers State Bank of Hartland,Hartland,MN,56042,Commercial Bank,State,10561,1007752,,,1/19/00,,
16891,Des Moines,Senath State Bank,Senath,MO,63876,Commercial Bank,State,15101,0203052,,,1/20/00,,
